subject_id,rt_μ,rt_σ,rt_shift,β_trial,β_anticipation,β_zero_order,α_zero_order,αM,γ,λ,β_targets_2,β_targets_3,β_targets_4,β_targets_5,β_targets_6,β_targets_7,β_targets_8,β_targets_9,β_targets_10,β_targets_11,β_targets_12,β_targets_13,β_targets_14,β_targets_15,β_key_2
14156.0,-0.5287395194125479,-1.4616807072416487,-0.3237785767298019,-0.07906611991352368,-0.9818907030049826,-0.19915873420911476,-1.6195978760040997,-1.0419143672950848,1.9349296108045548,2.2816830895343205,-0.011143605417336763,0.10776153608821606,0.024993429292310014,0.043955572599297346,0.04866943777004536,0.08628992256001138,0.10915534312388582,0.007719480627262866,-0.04985563761081387,0.0377485078806518,0.043509739021018234,0.058677924963471684,0.08506819427113306,0.05200398940212714,-0.004333692370478743
14157.0,-1.0120715129205657,-1.2529098347714915,-0.028096073783057753,0.13794768809472172,-1.026314439847544,-0.12705169272422578,-1.598942410359479,-1.6138817033642532,1.894956015123554,0.6597249418263106,-0.060645283275055015,0.10165132138836823,0.025856443113545662,0.014101828731481574,0.057556900530751305,0.06973088569672722,0.1104906339921982,0.002640687976132048,-0.03506687893321851,0.066830938923862,-0.014833349048768443,0.033557085971658775,0.12413472778464156,0.061243682829590015,-0.01059336816422207
14223.0,-0.34658945800740903,-1.8104815592700862,-2.0189978663094066,0.2018002482206329,0.04069584787878384,-0.22284675886179042,-1.9041927118808681,-1.1542300862401214,-0.2881136485327898,-0.087535028971773,-0.027389179528877358,0.09303254941681112,0.05530412536958838,0.021026324031114124,0.008445373349128987,0.07118640135446411,0.05989092965219491,0.0007766789515130955,-0.0581225241604191,0.03592064112383332,0.02111845549137609,0.014150818550451147,0.10410322077519372,0.03985003037797256,-0.016819344312464485
14224.0,-0.8011361187790136,-1.45520113693504,-0.01759150932797167,0.07857241016094434,-0.3574891673670735,-0.3242469973857855,-1.7595172847767142,-1.8043771954036003,0.1479296654597338,0.10295702556546214,-0.024159516782960692,0.05820861628490588,0.03412215442073853,0.04522063152516944,0.06445757249698404,0.08182604859560666,0.10273662909420594,-0.018773431549089746,-0.049383349677084944,0.03261831697447007,0.04631512647030249,0.022327794999545684,0.08046638609153858,0.04043592490606245,-0.009038137453588179
14244.0,-0.21367176739377383,-1.3653996142786513,-2.3751404598635952,0.014157064987359582,0.11153231498341372,-0.22163192888101071,-1.8573889935136116,-0.9333321057830378,-0.44713168541864934,-0.06851733684350902,-0.02641677870630867,0.058611883074621805,0.03594698582728555,0.044639610729850406,0.03432315703069523,0.09007981152995476,0.06363979720710074,0.013757441756188243,-0.029559057733442966,0.03344393246834956,0.0610135509653844,-0.01306233463177032,0.09323408096244297,0.04079227041053692,0.0034977998834289734
14245.0,-0.5382536296654639,-1.6919787659148706,-1.5442776060193726,0.01925260418239863,-0.14394596226280568,-0.20314060445496596,-1.8496082142467645,-1.2033370519116873,-0.26680446598702245,0.1039874791181732,-0.03681250723983391,0.09269409522965805,0.03130369421784708,0.02689177875852887,0.041759682663533255,0.08021277098974734,0.10347473526533361,0.039173504909319194,-0.038839671538884964,0.026176108965509752,0.0693185430775296,0.007520286220882713,0.07289554630304013,0.03691705863231778,0.0438871241332172
14264.0,-0.24353029176066027,-1.4299592148131952,-2.187818109184944,-0.10144918554420375,-0.2499955992118002,-0.324415235869966,-1.8127711552934287,-1.5560969753373513,-0.10752075010846376,0.06924947383589433,-0.007233027576986554,0.04988173136356825,0.04720596656330818,0.024340544241818193,0.06721514904037042,0.0928807990214752,0.029368311268517903,-0.024265749394372167,-0.025524379437566136,0.02822953093044654,0.04106489725644095,-0.014114793768322708,0.07808360017434596,0.03779656895342077,0.03347737015136896
14265.0,-0.4569567038887402,-1.4086695978736365,-1.9364757625912166,-0.08507452479443671,0.10858941004391506,-0.2822115461967979,-1.7983511071896494,-1.0104320910402593,-0.17642620542679954,0.013353282213089712,-0.028055898710119764,0.044083772185003,0.047653263725351995,0.06289404429867719,0.06352641052477005,0.06691030378954682,0.0350424990764985,0.002929383197053972,-0.0021846925755871277,0.0207905302659298,0.09088925943402458,0.018058742949746732,0.05042460847848717,0.03679816867374654,0.002360434210930136
14266.0,-1.156383152150772,-1.2503729755954207,0.4725975247489344,-0.11281991379313981,-0.4401748884431215,-0.2863514739326337,-1.7513351543613678,-1.2471694941884908,0.1016823669069939,-0.24683747715438925,0.006252289843029924,0.10279427965127669,0.025999826912918935,0.02369031603146864,0.0524848672679346,0.0801647996805246,0.15040508415342438,0.025375363691683493,-0.06570171128964519,0.03288847453151814,0.09097856499538684,0.04141405434131861,0.07711206567956652,0.04401882834227485,0.019396468544832495
14267.0,-0.7426369036333041,-1.6357248150317656,-0.5106982146371613,-0.0767452234560263,-0.8872839099387823,-0.35315716887613063,-1.614042287611106,-1.9615131196752025,1.7780049478772169,0.3903038681252213,-0.020022189555001624,0.09508827783475916,0.02447841834911784,0.006728189137373045,0.06490287505613598,0.10478193370337709,0.10610098932930766,-0.018851945893967,-0.0425106390286053,0.043156934849470155,0.0712585750969129,0.005600040078604754,0.09118705899389444,0.06559030729142534,-0.006203251057375232
14268.0,-1.4260843294899155,-1.1512455872166667,0.6901735595520325,-0.030279855362625806,-0.9530384837077625,-0.058891453867668614,-1.6399798511093986,-1.6418303563327399,1.5435928547885533,0.4507331226260996,-0.06089151757000583,0.11113550960187207,0.03572195069341858,0.016844086332348115,0.0601775510089639,0.10440248624334776,0.12235048989333891,-0.02210857187674235,-0.04889012193978608,0.04029139862778925,0.012934910993227196,0.0877914978018632,0.10644058978294031,0.047702976580784505,0.047083872039408906
14269.0,-1.038970130372159,-1.1189907059095077,0.6658503888072103,-0.07973359262449435,-1.1498136907018972,-0.15931143651871635,-1.6262708927275147,-1.0063326396020926,1.9586129189407953,2.1638676624592237,0.0071217492224155176,0.10872669262475888,0.03255536800929504,0.02187926812758013,0.032456862942360366,0.11187573072776867,0.09871440081065819,-0.011722540784205144,-0.06219913543552431,0.049846334960606156,0.10061770530293603,0.0058730369853789615,0.0752337633854445,0.05787499570379674,0.026588742258575535
